region	chr	midPos	Nsites
(38992,39491)(39000,39499)(39000,39500)	Mt	39250	501	0.108417
(39092,39591)(39100,39599)(39100,39600)	Mt	39350	501	0.097643
(39192,39691)(39200,39699)(39200,39700)	Mt	39450	501	0.093202
(39292,39791)(39300,39799)(39300,39800)	Mt	39550	501	0.090110
(39392,39891)(39400,39899)(39400,39900)	Mt	39650	501	0.083751
(39492,39991)(39500,39999)(39500,40000)	Mt	39750	501	0.091085
(39592,40091)(39600,40099)(39600,40100)	Mt	39850	501	0.097068
(39692,40191)(39700,40199)(39700,40200)	Mt	39950	501	0.093832
(39792,40291)(39800,40299)(39800,40300)	Mt	40050	501	0.098612
(39892,40391)(39900,40399)(39900,40400)	Mt	40150	501	0.122357
(39992,40491)(40000,40499)(40000,40500)	Mt	40250	501	0.119354
(40092,40591)(40100,40599)(40100,40600)	Mt	40350	501	0.117383
(40192,40691)(40200,40699)(40200,40700)	Mt	40450	501	0.128694
(40292,40791)(40300,40799)(40300,40800)	Mt	40550	501	0.132067
(40392,40891)(40400,40899)(40400,40900)	Mt	40650	501	0.119642
(40492,40991)(40500,40999)(40500,41000)	Mt	40750	501	0.114569
(40592,41091)(40600,41099)(40600,41100)	Mt	40850	501	0.116034
(40692,41191)(40700,41199)(40700,41200)	Mt	40950	501	0.110061
(40792,41291)(40800,41299)(40800,41300)	Mt	41050	501	0.113058
(40892,41391)(40900,41399)(40900,41400)	Mt	41150	501	0.105942
(40992,41491)(41000,41499)(41000,41500)	Mt	41250	501	0.108391
(41092,41591)(41100,41599)(41100,41600)	Mt	41350	501	0.113932
(41192,41691)(41200,41699)(41200,41700)	Mt	41450	501	0.112487
(41292,41791)(41300,41799)(41300,41800)	Mt	41550	501	0.110737
(41392,41891)(41400,41899)(41400,41900)	Mt	41650	501	0.112858
(41492,41991)(41500,41999)(41500,42000)	Mt	41750	501	0.116401
(41592,42091)(41600,42099)(41600,42100)	Mt	41850	501	0.104515
(41692,42191)(41700,42199)(41700,42200)	Mt	41950	501	0.100634
(41792,42291)(41800,42299)(41800,42300)	Mt	42050	501	0.094770
(41892,42391)(41900,42399)(41900,42400)	Mt	42150	501	0.086992
(41992,42491)(42000,42499)(42000,42500)	Mt	42250	501	0.082525
(42092,42591)(42100,42599)(42100,42600)	Mt	42350	501	0.083437
(42192,42691)(42200,42699)(42200,42700)	Mt	42450	501	0.084656
(42292,42791)(42300,42799)(42300,42800)	Mt	42550	501	0.084182
(42392,42891)(42400,42899)(42400,42900)	Mt	42650	501	0.092161
(42492,42991)(42500,42999)(42500,43000)	Mt	42750	501	0.089875
(42592,43091)(42600,43099)(42600,43100)	Mt	42850	501	0.093907
(42692,43191)(42700,43199)(42700,43200)	Mt	42950	501	0.091392
(42792,43291)(42800,43299)(42800,43300)	Mt	43050	501	0.094393
(42892,43391)(42900,43399)(42900,43400)	Mt	43150	501	0.096180
(42992,43491)(43000,43499)(43000,43500)	Mt	43250	501	0.118551
(43092,43591)(43100,43599)(43100,43600)	Mt	43350	501	0.134519
(43192,43691)(43200,43699)(43200,43700)	Mt	43450	501	0.145392
(43292,43791)(43300,43799)(43300,43800)	Mt	43550	501	0.134421
(43392,43891)(43400,43899)(43400,43900)	Mt	43650	501	0.133492
(43492,43991)(43500,43999)(43500,44000)	Mt	43750	501	0.133907
(43592,44091)(43600,44099)(43600,44100)	Mt	43850	501	0.135177
(43692,44191)(43700,44199)(43700,44200)	Mt	43950	501	0.206164
(43792,44291)(43800,44299)(43800,44300)	Mt	44050	501	0.221248
(43892,44391)(43900,44399)(43900,44400)	Mt	44150	501	0.226657
(43992,44491)(44000,44499)(44000,44500)	Mt	44250	501	0.228162
(44092,44591)(44100,44599)(44100,44600)	Mt	44350	501	0.221281
(44192,44691)(44200,44699)(44200,44700)	Mt	44450	501	0.165855
(44292,44791)(44300,44799)(44300,44800)	Mt	44550	501	0.147704
(44392,44891)(44400,44899)(44400,44900)	Mt	44650	501	0.144505
(44492,44991)(44500,44999)(44500,45000)	Mt	44750	501	0.129738
(44592,45091)(44600,45099)(44600,45100)	Mt	44850	501	0.129086
(44692,45191)(44700,45199)(44700,45200)	Mt	44950	501	0.152471
(44792,45291)(44800,45299)(44800,45300)	Mt	45050	501	0.153621
(44892,45391)(44900,45399)(44900,45400)	Mt	45150	501	0.153998
(44992,45491)(45000,45499)(45000,45500)	Mt	45250	501	0.151406
(45092,45591)(45100,45599)(45100,45600)	Mt	45350	501	0.151989
(45192,45691)(45200,45699)(45200,45700)	Mt	45450	501	0.127151
(45292,45791)(45300,45799)(45300,45800)	Mt	45550	501	0.125938
(45392,45891)(45400,45899)(45400,45900)	Mt	45650	501	0.120731
(45492,45991)(45500,45999)(45500,46000)	Mt	45750	501	0.134311
(45592,46091)(45600,46099)(45600,46100)	Mt	45850	501	0.134154
(45692,46191)(45700,46199)(45700,46200)	Mt	45950	501	0.137814
(45792,46291)(45800,46299)(45800,46300)	Mt	46050	501	0.138068
(45892,46391)(45900,46399)(45900,46400)	Mt	46150	501	0.138511
(45992,46491)(46000,46499)(46000,46500)	Mt	46250	501	0.132169
(46092,46591)(46100,46599)(46100,46600)	Mt	46350	501	0.138026
(46192,46691)(46200,46699)(46200,46700)	Mt	46450	501	0.137158
(46292,46791)(46300,46799)(46300,46800)	Mt	46550	501	0.134744
(46392,46891)(46400,46899)(46400,46900)	Mt	46650	501	0.133954
(46492,46991)(46500,46999)(46500,47000)	Mt	46750	501	0.129615
(46592,47091)(46600,47099)(46600,47100)	Mt	46850	501	0.121186
(46692,47191)(46700,47199)(46700,47200)	Mt	46950	501	0.120321
(46792,47291)(46800,47299)(46800,47300)	Mt	47050	501	0.126969
(46892,47391)(46900,47399)(46900,47400)	Mt	47150	501	0.126505
(46992,47491)(47000,47499)(47000,47500)	Mt	47250	501	0.124381
(47092,47591)(47100,47599)(47100,47600)	Mt	47350	501	0.121191
(47192,47691)(47200,47699)(47200,47700)	Mt	47450	501	0.119285
(47292,47791)(47300,47799)(47300,47800)	Mt	47550	501	0.110158
(47392,47891)(47400,47899)(47400,47900)	Mt	47650	501	0.111341
(47492,47991)(47500,47999)(47500,48000)	Mt	47750	501	0.112021
(47592,48091)(47600,48099)(47600,48100)	Mt	47850	501	0.125173
(47692,48191)(47700,48199)(47700,48200)	Mt	47950	501	0.126237
(47792,48291)(47800,48299)(47800,48300)	Mt	48050	501	0.128066
(47892,48391)(47900,48399)(47900,48400)	Mt	48150	501	0.128913
(47992,48491)(48000,48499)(48000,48500)	Mt	48250	501	0.143735
(48092,48591)(48100,48599)(48100,48600)	Mt	48350	501	0.133525
(48192,48691)(48200,48699)(48200,48700)	Mt	48450	501	0.133081
(48292,48791)(48300,48799)(48300,48800)	Mt	48550	501	0.131744
(48392,48891)(48400,48899)(48400,48900)	Mt	48650	501	0.130637
(48492,48991)(48500,48999)(48500,49000)	Mt	48750	501	0.114890
(48592,49091)(48600,49099)(48600,49100)	Mt	48850	501	0.126955
(48692,49191)(48700,49199)(48700,49200)	Mt	48950	501	0.128513
(48792,49291)(48800,49299)(48800,49300)	Mt	49050	501	0.132960
(48892,49391)(48900,49399)(48900,49400)	Mt	49150	501	0.134158
(48992,49491)(49000,49499)(49000,49500)	Mt	49250	501	0.132758
(49092,49591)(49100,49599)(49100,49600)	Mt	49350	501	0.130783
(49192,49691)(49200,49699)(49200,49700)	Mt	49450	501	0.132605
(49292,49791)(49300,49799)(49300,49800)	Mt	49550	501	0.130555
(49392,49891)(49400,49899)(49400,49900)	Mt	49650	501	0.129572
(49492,49991)(49500,49999)(49500,50000)	Mt	49750	501	0.129948
(49592,50091)(49600,50099)(49600,50100)	Mt	49850	501	0.131936
(49692,50191)(49700,50199)(49700,50200)	Mt	49950	501	0.129139
(49792,50291)(49800,50299)(49800,50300)	Mt	50050	501	0.131741
(49892,50391)(49900,50399)(49900,50400)	Mt	50150	501	0.133269
(49992,50491)(50000,50499)(50000,50500)	Mt	50250	501	0.133910
(50092,50591)(50100,50599)(50100,50600)	Mt	50350	501	0.128959
(50192,50691)(50200,50699)(50200,50700)	Mt	50450	501	0.128682
(50292,50791)(50300,50799)(50300,50800)	Mt	50550	501	0.123420
(50392,50891)(50400,50899)(50400,50900)	Mt	50650	501	0.119681
(50492,50991)(50500,50999)(50500,51000)	Mt	50750	501	0.135345
(50592,51091)(50600,51099)(50600,51100)	Mt	50850	501	0.135658
(50692,51191)(50700,51199)(50700,51200)	Mt	50950	501	0.136133
(50792,51291)(50800,51299)(50800,51300)	Mt	51050	501	0.134394
(50892,51391)(50900,51399)(50900,51400)	Mt	51150	501	0.142362
(50992,51491)(51000,51499)(51000,51500)	Mt	51250	501	0.130976
(51092,51591)(51100,51599)(51100,51600)	Mt	51350	501	0.141617
(51192,51691)(51200,51699)(51200,51700)	Mt	51450	501	0.141830
(51292,51791)(51300,51799)(51300,51800)	Mt	51550	501	0.147811
(51392,51891)(51400,51899)(51400,51900)	Mt	51650	501	0.152011
(51492,51991)(51500,51999)(51500,52000)	Mt	51750	501	0.151835
(51592,52091)(51600,52099)(51600,52100)	Mt	51850	501	0.213486
(51692,52191)(51700,52199)(51700,52200)	Mt	51950	501	0.214289
(51792,52291)(51800,52299)(51800,52300)	Mt	52050	501	0.211103
(51892,52391)(51900,52399)(51900,52400)	Mt	52150	501	0.210007
(51992,52491)(52000,52499)(52000,52500)	Mt	52250	501	0.203619
(52092,52591)(52100,52599)(52100,52600)	Mt	52350	501	0.122334
(52192,52691)(52200,52699)(52200,52700)	Mt	52450	501	0.124146
(52292,52791)(52300,52799)(52300,52800)	Mt	52550	501	0.126643
(52392,52891)(52400,52899)(52400,52900)	Mt	52650	501	0.125504
(52492,52991)(52500,52999)(52500,53000)	Mt	52750	501	0.127585
(52592,53091)(52600,53099)(52600,53100)	Mt	52850	501	0.129241
(52692,53191)(52700,53199)(52700,53200)	Mt	52950	501	0.127481
(52792,53291)(52800,53299)(52800,53300)	Mt	53050	501	0.128209
(52892,53391)(52900,53399)(52900,53400)	Mt	53150	501	0.124180
(52992,53491)(53000,53499)(53000,53500)	Mt	53250	501	0.125967
(53092,53591)(53100,53599)(53100,53600)	Mt	53350	501	0.122451
(53192,53691)(53200,53699)(53200,53700)	Mt	53450	501	0.158870
(53292,53791)(53300,53799)(53300,53800)	Mt	53550	501	0.160195
(53392,53891)(53400,53899)(53400,53900)	Mt	53650	501	0.158920
(53492,53991)(53500,53999)(53500,54000)	Mt	53750	501	0.156131
(53592,54091)(53600,54099)(53600,54100)	Mt	53850	501	0.155278
(53692,54191)(53700,54199)(53700,54200)	Mt	53950	501	0.115598
(53792,54291)(53800,54299)(53800,54300)	Mt	54050	501	0.121381
(53892,54391)(53900,54399)(53900,54400)	Mt	54150	501	0.138479
(53992,54491)(54000,54499)(54000,54500)	Mt	54250	501	0.140114
(54092,54591)(54100,54599)(54100,54600)	Mt	54350	501	0.152101
(54192,54691)(54200,54699)(54200,54700)	Mt	54450	501	0.151595
(54292,54791)(54300,54799)(54300,54800)	Mt	54550	501	0.149714
(54392,54891)(54400,54899)(54400,54900)	Mt	54650	501	0.136782
(54492,54991)(54500,54999)(54500,55000)	Mt	54750	501	0.140556
(54592,55091)(54600,55099)(54600,55100)	Mt	54850	501	0.124214
(54692,55191)(54700,55199)(54700,55200)	Mt	54950	501	0.124313
(54792,55291)(54800,55299)(54800,55300)	Mt	55050	501	0.139142
(54892,55391)(54900,55399)(54900,55400)	Mt	55150	501	0.138612
(54992,55491)(55000,55499)(55000,55500)	Mt	55250	501	0.141051
(55092,55591)(55100,55599)(55100,55600)	Mt	55350	501	0.172344
(55192,55691)(55200,55699)(55200,55700)	Mt	55450	501	0.174084
(55292,55791)(55300,55799)(55300,55800)	Mt	55550	501	0.168188
(55392,55891)(55400,55899)(55400,55900)	Mt	55650	501	0.167180
(55492,55991)(55500,55999)(55500,56000)	Mt	55750	501	0.161105
(55592,56091)(55600,56099)(55600,56100)	Mt	55850	501	0.128240
(55692,56191)(55700,56199)(55700,56200)	Mt	55950	501	0.119430
(55792,56291)(55800,56299)(55800,56300)	Mt	56050	501	0.116377
(55892,56391)(55900,56399)(55900,56400)	Mt	56150	501	0.149075
(55992,56491)(56000,56499)(56000,56500)	Mt	56250	501	0.151030
(56092,56591)(56100,56599)(56100,56600)	Mt	56350	501	0.152375
(56192,56691)(56200,56699)(56200,56700)	Mt	56450	501	0.217429
(56292,56791)(56300,56799)(56300,56800)	Mt	56550	501	0.221022
(56392,56891)(56400,56899)(56400,56900)	Mt	56650	501	0.205906
(56492,56991)(56500,56999)(56500,57000)	Mt	56750	501	0.204983
(56592,57091)(56600,57099)(56600,57100)	Mt	56850	501	0.203348
(56692,57191)(56700,57199)(56700,57200)	Mt	56950	501	0.129802
(56792,57291)(56800,57299)(56800,57300)	Mt	57050	501	0.118411
(56892,57391)(56900,57399)(56900,57400)	Mt	57150	501	0.124487
(56992,57491)(57000,57499)(57000,57500)	Mt	57250	501	0.127022
(57092,57591)(57100,57599)(57100,57600)	Mt	57350	501	0.195730
(57192,57691)(57200,57699)(57200,57700)	Mt	57450	501	0.193004
(57292,57791)(57300,57799)(57300,57800)	Mt	57550	501	0.192074
(57392,57891)(57400,57899)(57400,57900)	Mt	57650	501	0.200701
(57492,57991)(57500,57999)(57500,58000)	Mt	57750	501	0.204855
(57592,58091)(57600,58099)(57600,58100)	Mt	57850	501	0.116480
(57692,58191)(57700,58199)(57700,58200)	Mt	57950	501	0.177349
(57792,58291)(57800,58299)(57800,58300)	Mt	58050	501	0.176792
(57892,58391)(57900,58399)(57900,58400)	Mt	58150	501	0.175545
(57992,58491)(58000,58499)(58000,58500)	Mt	58250	501	0.171409
(58092,58591)(58100,58599)(58100,58600)	Mt	58350	501	0.172368
(58192,58691)(58200,58699)(58200,58700)	Mt	58450	501	0.114674
(58292,58791)(58300,58799)(58300,58800)	Mt	58550	501	0.107363
(58392,58891)(58400,58899)(58400,58900)	Mt	58650	501	0.077643
(58492,58991)(58500,58999)(58500,59000)	Mt	58750	501	0.063079
(58592,59091)(58600,59099)(58600,59100)	Mt	58850	501	0.085528
(58692,59191)(58700,59199)(58700,59200)	Mt	58950	501	0.087358
(58792,59291)(58800,59299)(58800,59300)	Mt	59050	501	0.083318
(58892,59391)(58900,59399)(58900,59400)	Mt	59150	501	0.092519
(58992,59491)(59000,59499)(59000,59500)	Mt	59250	501	0.103510
(59092,59591)(59100,59599)(59100,59600)	Mt	59350	501	0.107009
(59192,59691)(59200,59699)(59200,59700)	Mt	59450	501	0.103633
(59292,59791)(59300,59799)(59300,59800)	Mt	59550	501	0.111143
(59392,59891)(59400,59899)(59400,59900)	Mt	59650	501	0.105300
(59492,59991)(59500,59999)(59500,60000)	Mt	59750	501	0.102425
(59592,60091)(59600,60099)(59600,60100)	Mt	59850	501	0.097547
(59692,60191)(59700,60199)(59700,60200)	Mt	59950	501	0.115753
(59792,60291)(59800,60299)(59800,60300)	Mt	60050	501	0.106660
(59892,60391)(59900,60399)(59900,60400)	Mt	60150	501	0.111942
(59992,60491)(60000,60499)(60000,60500)	Mt	60250	501	0.110742
(60092,60591)(60100,60599)(60100,60600)	Mt	60350	501	0.110670
(60192,60691)(60200,60699)(60200,60700)	Mt	60450	501	0.094908
(60292,60791)(60300,60799)(60300,60800)	Mt	60550	501	0.101135
(60392,60891)(60400,60899)(60400,60900)	Mt	60650	501	0.100413
(60492,60991)(60500,60999)(60500,61000)	Mt	60750	501	0.100508
(60592,61091)(60600,61099)(60600,61100)	Mt	60850	501	0.096340
(60692,61191)(60700,61199)(60700,61200)	Mt	60950	501	0.103648
(60792,61291)(60800,61299)(60800,61300)	Mt	61050	501	0.103634
(60892,61391)(60900,61399)(60900,61400)	Mt	61150	501	0.106260
(60992,61491)(61000,61499)(61000,61500)	Mt	61250	501	0.110086
(61092,61591)(61100,61599)(61100,61600)	Mt	61350	501	0.123895
(61192,61691)(61200,61699)(61200,61700)	Mt	61450	501	0.133274
(61292,61791)(61300,61799)(61300,61800)	Mt	61550	501	0.139404
(61392,61891)(61400,61899)(61400,61900)	Mt	61650	501	0.144577
(61492,61991)(61500,61999)(61500,62000)	Mt	61750	501	0.144575
(61592,62091)(61600,62099)(61600,62100)	Mt	61850	501	0.143205
(61692,62191)(61700,62199)(61700,62200)	Mt	61950	501	0.130345
(61792,62291)(61800,62299)(61800,62300)	Mt	62050	501	0.120673
(61892,62391)(61900,62399)(61900,62400)	Mt	62150	501	0.114028
(61992,62491)(62000,62499)(62000,62500)	Mt	62250	501	0.111362
(62092,62591)(62100,62599)(62100,62600)	Mt	62350	501	0.109137
(62192,62691)(62200,62699)(62200,62700)	Mt	62450	501	0.115001
(62292,62791)(62300,62799)(62300,62800)	Mt	62550	501	0.122263
(62392,62891)(62400,62899)(62400,62900)	Mt	62650	501	0.126247
(62492,62991)(62500,62999)(62500,63000)	Mt	62750	501	0.127036
(62592,63091)(62600,63099)(62600,63100)	Mt	62850	501	0.121723
(62692,63191)(62700,63199)(62700,63200)	Mt	62950	501	0.124430
(62792,63291)(62800,63299)(62800,63300)	Mt	63050	501	0.117080
(62892,63391)(62900,63399)(62900,63400)	Mt	63150	501	0.105750
(62992,63491)(63000,63499)(63000,63500)	Mt	63250	501	0.111135
(63092,63591)(63100,63599)(63100,63600)	Mt	63350	501	0.109800
(63192,63691)(63200,63699)(63200,63700)	Mt	63450	501	0.102628
(63292,63791)(63300,63799)(63300,63800)	Mt	63550	501	0.102705
(63392,63891)(63400,63899)(63400,63900)	Mt	63650	501	0.103748
(63492,63991)(63500,63999)(63500,64000)	Mt	63750	501	0.092498
(63592,64091)(63600,64099)(63600,64100)	Mt	63850	501	0.090464
(63692,64191)(63700,64199)(63700,64200)	Mt	63950	501	0.092942
(63792,64291)(63800,64299)(63800,64300)	Mt	64050	501	0.098171
(63892,64391)(63900,64399)(63900,64400)	Mt	64150	501	0.102269
(63992,64491)(64000,64499)(64000,64500)	Mt	64250	501	0.111419
(64092,64591)(64100,64599)(64100,64600)	Mt	64350	501	0.125658
(64192,64691)(64200,64699)(64200,64700)	Mt	64450	501	0.124272
(64292,64791)(64300,64799)(64300,64800)	Mt	64550	501	0.161773
(64392,64891)(64400,64899)(64400,64900)	Mt	64650	501	0.136548
(64492,64991)(64500,64999)(64500,65000)	Mt	64750	501	0.136246
(64592,65091)(64600,65099)(64600,65100)	Mt	64850	501	0.136913
(64692,65191)(64700,65199)(64700,65200)	Mt	64950	501	0.132720
(64792,65291)(64800,65299)(64800,65300)	Mt	65050	501	0.128435
(64892,65391)(64900,65399)(64900,65400)	Mt	65150	501	0.135741
(64992,65491)(65000,65499)(65000,65500)	Mt	65250	501	0.138633
(65092,65591)(65100,65599)(65100,65600)	Mt	65350	501	0.139298
(65192,65691)(65200,65699)(65200,65700)	Mt	65450	501	0.137664
(65292,65791)(65300,65799)(65300,65800)	Mt	65550	501	0.131031
(65392,65891)(65400,65899)(65400,65900)	Mt	65650	501	0.122762
(65492,65991)(65500,65999)(65500,66000)	Mt	65750	501	0.125613
(65592,66091)(65600,66099)(65600,66100)	Mt	65850	501	0.138727
(65692,66191)(65700,66199)(65700,66200)	Mt	65950	501	0.137755
(65792,66291)(65800,66299)(65800,66300)	Mt	66050	501	0.140371
(65892,66391)(65900,66399)(65900,66400)	Mt	66150	501	0.143059
(65992,66491)(66000,66499)(66000,66500)	Mt	66250	501	0.140310
(66092,66591)(66100,66599)(66100,66600)	Mt	66350	501	0.128244
(66192,66691)(66200,66699)(66200,66700)	Mt	66450	501	0.127757
(66292,66791)(66300,66799)(66300,66800)	Mt	66550	501	0.125874
(66392,66891)(66400,66899)(66400,66900)	Mt	66650	501	0.127578
(66492,66991)(66500,66999)(66500,67000)	Mt	66750	501	0.125206
(66592,67091)(66600,67099)(66600,67100)	Mt	66850	501	0.131996
(66692,67191)(66700,67199)(66700,67200)	Mt	66950	501	0.183096
(66792,67291)(66800,67299)(66800,67300)	Mt	67050	501	0.192778
(66892,67391)(66900,67399)(66900,67400)	Mt	67150	501	0.189971
(66992,67491)(67000,67499)(67000,67500)	Mt	67250	501	0.190256
(67092,67591)(67100,67599)(67100,67600)	Mt	67350	501	0.200362
(67192,67691)(67200,67699)(67200,67700)	Mt	67450	501	0.145081
(67292,67791)(67300,67799)(67300,67800)	Mt	67550	501	0.120553
(67392,67891)(67400,67899)(67400,67900)	Mt	67650	501	0.113061
(67492,67991)(67500,67999)(67500,68000)	Mt	67750	501	0.111282
(67592,68091)(67600,68099)(67600,68100)	Mt	67850	501	0.112449
(67692,68191)(67700,68199)(67700,68200)	Mt	67950	501	0.113157
(67792,68291)(67800,68299)(67800,68300)	Mt	68050	501	0.115133
(67892,68391)(67900,68399)(67900,68400)	Mt	68150	501	0.120445
(67992,68491)(68000,68499)(68000,68500)	Mt	68250	501	0.125742
(68092,68591)(68100,68599)(68100,68600)	Mt	68350	501	0.129142
(68192,68691)(68200,68699)(68200,68700)	Mt	68450	501	0.129057
(68292,68791)(68300,68799)(68300,68800)	Mt	68550	501	0.127874
(68392,68891)(68400,68899)(68400,68900)	Mt	68650	501	0.131476
(68492,68991)(68500,68999)(68500,69000)	Mt	68750	501	0.131176
(68592,69091)(68600,69099)(68600,69100)	Mt	68850	501	0.157094
(68692,69191)(68700,69199)(68700,69200)	Mt	68950	501	0.160019
(68792,69291)(68800,69299)(68800,69300)	Mt	69050	501	0.164506
(68892,69391)(68900,69399)(68900,69400)	Mt	69150	501	0.166649
(68992,69491)(69000,69499)(69000,69500)	Mt	69250	501	0.169116
(69092,69591)(69100,69599)(69100,69600)	Mt	69350	501	0.134514
(69192,69691)(69200,69699)(69200,69700)	Mt	69450	501	0.131740
(69292,69791)(69300,69799)(69300,69800)	Mt	69550	501	0.127166
(69392,69891)(69400,69899)(69400,69900)	Mt	69650	501	0.128213
(69492,69991)(69500,69999)(69500,70000)	Mt	69750	501	0.130453
(69592,70091)(69600,70099)(69600,70100)	Mt	69850	501	0.135385
(69692,70191)(69700,70199)(69700,70200)	Mt	69950	501	0.144748
(69792,70291)(69800,70299)(69800,70300)	Mt	70050	501	0.145109
(69892,70391)(69900,70399)(69900,70400)	Mt	70150	501	0.165634
(69992,70491)(70000,70499)(70000,70500)	Mt	70250	501	0.179246
(70092,70591)(70100,70599)(70100,70600)	Mt	70350	501	0.183651
(70192,70691)(70200,70699)(70200,70700)	Mt	70450	501	0.172721
(70292,70791)(70300,70799)(70300,70800)	Mt	70550	501	0.171394
(70392,70891)(70400,70899)(70400,70900)	Mt	70650	501	0.146170
(70492,70991)(70500,70999)(70500,71000)	Mt	70750	501	0.136845
(70592,71091)(70600,71099)(70600,71100)	Mt	70850	501	0.139194
(70692,71191)(70700,71199)(70700,71200)	Mt	70950	501	0.136635
(70792,71291)(70800,71299)(70800,71300)	Mt	71050	501	0.131826
(70892,71391)(70900,71399)(70900,71400)	Mt	71150	501	0.131890
(70992,71491)(71000,71499)(71000,71500)	Mt	71250	501	0.115439
(71092,71591)(71100,71599)(71100,71600)	Mt	71350	501	0.112492
(71192,71691)(71200,71699)(71200,71700)	Mt	71450	501	0.121854
(71292,71791)(71300,71799)(71300,71800)	Mt	71550	501	0.124446
(71392,71891)(71400,71899)(71400,71900)	Mt	71650	501	0.127800
(71492,71991)(71500,71999)(71500,72000)	Mt	71750	501	0.129479
(71592,72091)(71600,72099)(71600,72100)	Mt	71850	501	0.127821
(71692,72191)(71700,72199)(71700,72200)	Mt	71950	501	0.124919
(71792,72291)(71800,72299)(71800,72300)	Mt	72050	501	0.128693
(71892,72391)(71900,72399)(71900,72400)	Mt	72150	501	0.166068
(71992,72491)(72000,72499)(72000,72500)	Mt	72250	501	0.164180
(72092,72591)(72100,72599)(72100,72600)	Mt	72350	501	0.163422
(72192,72691)(72200,72699)(72200,72700)	Mt	72450	501	0.165179
(72292,72791)(72300,72799)(72300,72800)	Mt	72550	501	0.165622
(72392,72891)(72400,72899)(72400,72900)	Mt	72650	501	0.117011
(72492,72991)(72500,72999)(72500,73000)	Mt	72750	501	0.135652
(72592,73091)(72600,73099)(72600,73100)	Mt	72850	501	0.136843
(72692,73191)(72700,73199)(72700,73200)	Mt	72950	501	0.162478
(72792,73291)(72800,73299)(72800,73300)	Mt	73050	501	0.164509
(72892,73391)(72900,73399)(72900,73400)	Mt	73150	501	0.167917
(72992,73491)(73000,73499)(73000,73500)	Mt	73250	501	0.150470
(73092,73591)(73100,73599)(73100,73600)	Mt	73350	501	0.150454
(73192,73691)(73200,73699)(73200,73700)	Mt	73450	501	0.126863
(73292,73791)(73300,73799)(73300,73800)	Mt	73550	501	0.194508
(73392,73891)(73400,73899)(73400,73900)	Mt	73650	501	0.192199
(73492,73991)(73500,73999)(73500,74000)	Mt	73750	501	0.196056
(73592,74091)(73600,74099)(73600,74100)	Mt	73850	501	0.199531
(73692,74191)(73700,74199)(73700,74200)	Mt	73950	501	0.205224
(73792,74291)(73800,74299)(73800,74300)	Mt	74050	501	0.114365
